zip_code,primary_state,states,state_count
00601,PR,PR,1
00602,PR,PR,1
00603,PR,PR,1
00606,PR,PR,1
00610,PR,PR,1
00611,PR,PR,1
00612,PR,PR,1
00616,PR,PR,1
00617,PR,PR,1
00622,PR,PR,1
00623,PR,PR,1
00624,PR,PR,1
00627,PR,PR,1
00631,PR,PR,1
00636,PR,PR,1
00637,PR,PR,1
00638,PR,PR,1
00641,PR,PR,1
00646,PR,PR,1
00647,PR,PR,1
00650,PR,PR,1
00652,PR,PR,1
00653,PR,PR,1
00656,PR,PR,1
00659,PR,PR,1
00660,PR,PR,1
00662,PR,PR,1
00664,PR,PR,1
00667,PR,PR,1
00669,PR,PR,1
00670,PR,PR,1
00674,PR,PR,1
00676,PR,PR,1
00677,PR,PR,1
00678,PR,PR,1
00680,PR,PR,1
00682,PR,PR,1
00683,PR,PR,1
00685,PR,PR,1
00687,PR,PR,1
00688,PR,PR,1
00690,PR,PR,1
00692,PR,PR,1
00693,PR,PR,1
00694,PR,PR,1
00698,PR,PR,1
00703,PR,PR,1
00704,PR,PR,1
00705,PR,PR,1
00707,PR,PR,1
00714,PR,PR,1
00715,PR,PR,1
00716,PR,PR,1
00717,PR,PR,1
00718,PR,PR,1
00719,PR,PR,1
00720,PR,PR,1
00723,PR,PR,1
00725,PR,PR,1
00727,PR,PR,1
00728,PR,PR,1
00729,PR,PR,1
00730,PR,PR,1
00731,PR,PR,1
00735,PR,PR,1
00736,PR,PR,1
00738,PR,PR,1
00739,PR,PR,1
00740,PR,PR,1
00741,PR,PR,1
00745,PR,PR,1
00751,PR,PR,1
00754,PR,PR,1
00757,PR,PR,1
00765,PR,PR,1
00766,PR,PR,1
00767,PR,PR,1
00769,PR,PR,1
00771,PR,PR,1
00772,PR,PR,1
00773,PR,PR,1
00775,PR,PR,1
00777,PR,PR,1
00778,PR,PR,1
00780,PR,PR,1
00782,PR,PR,1
00783,PR,PR,1
00784,PR,PR,1
00786,PR,PR,1
00791,PR,PR,1
00794,PR,PR,1
00795,PR,PR,1
00802,VI,VI,1
00820,VI,VI,1
00830,VI,VI,1
00840,VI,VI,1
00850,VI,VI,1
00851,VI,VI,1
00901,PR,PR,1
00906,PR,PR,1
00907,PR,PR,1
00909,PR,PR,1
00911,PR,PR,1
00912,PR,PR,1
00913,PR,PR,1
00915,PR,PR,1
00917,PR,PR,1
00918,PR,PR,1
00920,PR,PR,1
00921,PR,PR,1
00923,PR,PR,1
00924,PR,PR,1
00925,PR,PR,1
00926,PR,PR,1
00927,PR,PR,1
00934,PR,PR,1
00949,PR,PR,1
00950,PR,PR,1
00951,PR,PR,1
00952,PR,PR,1
00953,PR,PR,1
00956,PR,PR,1
00957,PR,PR,1
00959,PR,PR,1
00960,PR,PR,1
00961,PR,PR,1
00962,PR,PR,1
00965,PR,PR,1
00966,PR,PR,1
00968,PR,PR,1
00969,PR,PR,1
00971,PR,PR,1
00976,PR,PR,1
00979,PR,PR,1
00982,PR,PR,1
00983,PR,PR,1
00985,PR,PR,1
00987,PR,PR,1
01001,MA,MA,1
01002,MA,MA,1
01003,MA,MA,1
01005,MA,MA,1
01007,MA,MA,1
01008,MA,MA,1
01009,MA,MA,1
01010,MA,MA,1
01011,MA,MA,1
01012,MA,MA,1
01013,MA,MA,1
01020,MA,MA,1
01022,MA,MA,1
01026,MA,MA,1
01027,MA,MA,1
01028,MA,MA,1
01029,MA,MA,1
01030,MA,MA,1
01031,MA,MA,1
01032,MA,MA,1
01033,MA,MA,1
01034,MA,MA,1
01035,MA,MA,1
01036,MA,MA,1
01037,MA,MA,1
01038,MA,MA,1
01039,MA,MA,1
01040,MA,MA,1
01050,MA,MA,1
01053,MA,MA,1
01054,MA,MA,1
01056,MA,MA,1
01057,MA,MA,1
01060,MA,MA,1
01062,MA,MA,1
01063,MA,MA,1
01066,MA,MA,1
01068,MA,MA,1
01069,MA,MA,1
01070,MA,MA,1
01071,MA,MA,1
01072,MA,MA,1
01073,MA,MA,1
01074,MA,MA,1
01075,MA,MA,1
01077,MA,MA,1
01079,MA,MA,1
01080,MA,MA,1
01081,MA,MA,1
01082,MA,MA,1
01083,MA,MA,1
01084,MA,MA,1
01085,MA,MA,1
01088,MA,MA,1
01089,MA,MA,1
01092,MA,MA,1
01093,MA,MA,1
01094,MA,MA,1
01095,MA,MA,1
01096,MA,MA,1
01097,MA,MA,1
01098,MA,MA,1
01103,MA,MA,1
01104,MA,MA,1
01105,MA,MA,1
01106,MA,MA,1
01107,MA,MA,1
01108,MA,MA,1
01109,MA,MA,1
01118,MA,MA,1
01119,MA,MA,1
01128,MA,MA,1
01129,MA,MA,1
01144,MA,MA,1
01151,MA,MA,1
01201,MA,MA,1
01220,MA,MA,1
01222,MA,MA,1
01223,MA,MA,1
01224,MA,MA,1
01225,MA,MA,1
01226,MA,MA,1
01229,MA,MA,1
01230,MA,MA,1
01235,MA,MA,1
01236,MA,MA,1
01237,MA,MA,1
01238,MA,MA,1
01240,MA,MA,1
01242,MA,MA,1
01243,MA,MA,1
01244,MA,MA,1
01245,MA,MA,1
01247,MA,MA,1
01253,MA,MA,1
01254,MA,MA,1
01255,MA,MA,1
01256,MA,MA,1
01257,MA,MA,1
01258,MA,MA,1
01259,MA,MA,1
01260,MA,MA,1
01262,MA,MA,1
01264,MA,MA,1
01266,MA,MA,1
01267,MA,MA,1
01270,MA,MA,1
01301,MA,MA,1
01330,MA,MA,1
01331,MA,MA,1
01337,MA,MA,1
01338,MA,MA,1
01339,MA,MA,1
01340,MA,MA,1
01341,MA,MA,1
01342,MA,MA,1
01343,MA,MA,1
01344,MA,MA,1
01346,MA,MA,1
01347,MA,MA,1
01349,MA,MA,1
01350,MA,MA,1
01351,MA,MA,1
01354,MA,MA,1
01355,MA,MA,1
01360,MA,MA,1
01364,MA,MA,1
01366,MA,MA,1
01367,MA,MA,1
01368,MA,MA,1
01370,MA,MA,1
01373,MA,MA,1
01375,MA,MA,1
01376,MA,MA,1
01378,MA,MA,1
01379,MA,MA,1
01380,MA,MA,1
01420,MA,MA,1
01430,MA,MA,1
01431,MA,MA,1
01432,MA,MA,1
01434,MA,MA,1
01436,MA,MA,1
01438,MA,MA,1
01440,MA,MA,1
01450,MA,MA,1
01451,MA,MA,1
01452,MA,MA,1
01453,MA,MA,1
01460,MA,MA,1
01462,MA,MA,1
01463,MA,MA,1
01464,MA,MA,1
01468,MA,MA,1
01469,MA,MA,1
01473,MA,MA,1
01474,MA,MA,1
01475,MA,MA,1
01501,MA,MA,1
01503,MA,MA,1
01504,MA,MA,1
01505,MA,MA,1
01506,MA,MA,1
01507,MA,MA,1
01510,MA,MA,1
01515,MA,MA,1
01516,MA,MA,1
01518,MA,MA,1
01519,MA,MA,1
01520,MA,MA,1
01521,MA,MA,1
01522,MA,MA,1
01523,MA,MA,1
01524,MA,MA,1
01525,MA,MA,1
01527,MA,MA,1
01529,MA,MA,1
01531,MA,MA,1
01532,MA,MA,1
01534,MA,MA,1
01535,MA,MA,1
01536,MA,MA,1
01537,MA,MA,1
01540,MA,MA,1
01541,MA,MA,1
01542,MA,MA,1
01543,MA,MA,1
01545,MA,MA,1
01550,MA,MA,1
01560,MA,MA,1
01561,MA,MA,1
01562,MA,MA,1
01564,MA,MA,1
01566,MA,MA,1
01568,MA,MA,1
01569,MA,MA,1
01570,MA,MA,1
01571,MA,MA,1
01581,MA,MA,1
01583,MA,MA,1
01585,MA,MA,1
01588,MA,MA,1
01590,MA,MA,1
01602,MA,MA,1
01603,MA,MA,1
01604,MA,MA,1
01605,MA,MA,1
01606,MA,MA,1
01607,MA,MA,1
01608,MA,MA,1
01609,MA,MA,1
01610,MA,MA,1
01611,MA,MA,1
01612,MA,MA,1
01701,MA,MA,1
01702,MA,MA,1
01718,MA,MA,1
01719,MA,MA,1
01720,MA,MA,1
01721,MA,MA,1
01730,MA,MA,1
01731,MA,MA,1
01740,MA,MA,1
01741,MA,MA,1
01742,MA,MA,1
01745,MA,MA,1
01746,MA,MA,1
01747,MA,MA,1
01748,MA,MA,1
01749,MA,MA,1
01752,MA,MA,1
01754,MA,MA,1
01756,MA,MA,1
01757,MA,MA,1
01760,MA,MA,1
01770,MA,MA,1
01772,MA,MA,1
01773,MA,MA,1
01775,MA,MA,1
01776,MA,MA,1
01778,MA,MA,1
01801,MA,MA,1
01803,MA,MA,1
01810,MA,MA,1
01821,MA,MA,1
01824,MA,MA,1
01826,MA,MA,1
01827,MA,MA,1
01830,MA,MA,1
01832,MA,MA,1
01833,MA,MA,1
01834,MA,MA,1
01835,MA,MA,1
01840,MA,MA,1
01841,MA,MA,1
01843,MA,MA,1
01844,MA,MA,1
01845,MA,MA,1
01850,MA,MA,1
01851,MA,MA,1
01852,MA,MA,1
01854,MA,MA,1
01860,MA,MA,1
01862,MA,MA,1
01863,MA,MA,1
01864,MA,MA,1
01867,MA,MA,1
01876,MA,MA,1
01879,MA,MA,1
01880,MA,MA,1
01886,MA,MA,1
01887,MA,MA,1
01890,MA,MA,1
01901,MA,MA,1
01902,MA,MA,1
01904,MA,MA,1
01905,MA,MA,1
01906,MA,MA,1
01907,MA,MA,1
01908,MA,MA,1
01913,MA,MA,1
01915,MA,MA,1
01921,MA,MA,1
01922,MA,MA,1
01923,MA,MA,1
01929,MA,MA,1
01930,MA,MA,1
01937,MA,MA,1
01938,MA,MA,1
01940,MA,MA,1
01944,MA,MA,1
01945,MA,MA,1
01949,MA,MA,1
01950,MA,MA,1
01951,MA,MA,1
01952,MA,MA,1
01960,MA,MA,1
01965,MA,MA,1
01966,MA,MA,1
01969,MA,MA,1
01970,MA,MA,1
01982,MA,MA,1
01983,MA,MA,1
01984,MA,MA,1
01985,MA,MA,1
02019,MA,MA,1
02021,MA,MA,1
02025,MA,MA,1
02026,MA,MA,1
02030,MA,MA,1
02032,MA,MA,1
02035,MA,MA,1
02038,MA,MA,1
02043,MA,MA,1
02045,MA,MA,1
02047,MA,MA,1
02048,MA,MA,1
02050,MA,MA,1
02052,MA,MA,1
02053,MA,MA,1
02054,MA,MA,1
02056,MA,MA,1
02061,MA,MA,1
02062,MA,MA,1
02066,MA,MA,1
02067,MA,MA,1
02071,MA,MA,1
02072,MA,MA,1
02081,MA,MA,1
02090,MA,MA,1
02093,MA,MA,1
02108,MA,MA,1
02109,MA,MA,1
02110,MA,MA,1
02111,MA,MA,1
02113,MA,MA,1
02114,MA,MA,1
02115,MA,MA,1
02116,MA,MA,1
02118,MA,MA,1
02119,MA,MA,1
02120,MA,MA,1
02121,MA,MA,1
02122,MA,MA,1
02124,MA,MA,1
02125,MA,MA,1
02126,MA,MA,1
02127,MA,MA,1
02128,MA,MA,1
02129,MA,MA,1
02130,MA,MA,1
02131,MA,MA,1
02132,MA,MA,1
02133,MA,MA,1
02134,MA,MA,1
02135,MA,MA,1
02136,MA,MA,1
02138,MA,MA,1
02139,MA,MA,1
02140,MA,MA,1
02141,MA,MA,1
02142,MA,MA,1
02143,MA,MA,1
02144,MA,MA,1
02145,MA,MA,1
02148,MA,MA,1
02149,MA,MA,1
02150,MA,MA,1
02151,MA,MA,1
02152,MA,MA,1
02155,MA,MA,1
02163,MA,MA,1
02169,MA,MA,1
02170,MA,MA,1
02171,MA,MA,1
02176,MA,MA,1
02180,MA,MA,1
02184,MA,MA,1
02186,MA,MA,1
02188,MA,MA,1
02189,MA,MA,1
02190,MA,MA,1
02191,MA,MA,1
02199,MA,MA,1
02203,MA,MA,1
02205,MA,MA,1
02210,MA,MA,1
02215,MA,MA,1
02301,MA,MA,1
02302,MA,MA,1
02322,MA,MA,1
02324,MA,MA,1
02325,MA,MA,1
02330,MA,MA,1
02332,MA,MA,1
02333,MA,MA,1
02338,MA,MA,1
02339,MA,MA,1
02341,MA,MA,1
02343,MA,MA,1
02346,MA,MA,1
02347,MA,MA,1
02350,MA,MA,1
02351,MA,MA,1
02356,MA,MA,1
02357,MA,MA,1
02359,MA,MA,1
02360,MA,MA,1
02364,MA,MA,1
02366,MA,MA,1
02367,MA,MA,1
02368,MA,MA,1
02370,MA,MA,1
02375,MA,MA,1
02379,MA,MA,1
02382,MA,MA,1
02420,MA,MA,1
02421,MA,MA,1
02445,MA,MA,1
02446,MA,MA,1
02451,MA,MA,1
02452,MA,MA,1
02453,MA,MA,1
02457,MA,MA,1
02458,MA,MA,1
02459,MA,MA,1
02460,MA,MA,1
02461,MA,MA,1
02462,MA,MA,1
02464,MA,MA,1
02465,MA,MA,1
02466,MA,MA,1
02467,MA,MA,1
02468,MA,MA,1
02472,MA,MA,1
02474,MA,MA,1
02476,MA,MA,1
02478,MA,MA,1
02481,MA,MA,1
02482,MA,MA,1
02492,MA,MA,1
02493,MA,MA,1
02494,MA,MA,1
02532,MA,MA,1
02534,MA,MA,1
02535,MA,MA,1
02536,MA,MA,1
02537,MA,MA,1
02538,MA,MA,1
02539,MA,MA,1
02540,MA,MA,1
02542,MA,MA,1
02543,MA,MA,1
02553,MA,MA,1
02554,MA,MA,1
02556,MA,MA,1
02557,MA,MA,1
02558,MA,MA,1
02559,MA,MA,1
02561,MA,MA,1
02562,MA,MA,1
02563,MA,MA,1
02564,MA,MA,1
02568,MA,MA,1
02571,MA,MA,1
02575,MA,MA,1
02576,MA,MA,1
02584,MA,MA,1
02601,MA,MA,1
02630,MA,MA,1
02631,MA,MA,1
02632,MA,MA,1
02633,MA,MA,1
02635,MA,MA,1
02637,MA,MA,1
02638,MA,MA,1
02639,MA,MA,1
02641,MA,MA,1
02642,MA,MA,1
02643,MA,MA,1
02644,MA,MA,1
02645,MA,MA,1
02646,MA,MA,1
02647,MA,MA,1
02648,MA,MA,1
02649,MA,MA,1
02650,MA,MA,1
02652,MA,MA,1
02653,MA,MA,1
02655,MA,MA,1
02657,MA,MA,1
02659,MA,MA,1
02660,MA,MA,1
02663,MA,MA,1
02664,MA,MA,1
02666,MA,MA,1
02667,MA,MA,1
02668,MA,MA,1
02670,MA,MA,1
02671,MA,MA,1
02672,MA,MA,1
02673,MA,MA,1
02675,MA,MA,1
02702,MA,MA,1
02703,MA,MA,1
02713,MA,MA,1
02715,MA,MA,1
02717,MA,MA,1
02718,MA,MA,1
02719,MA,MA,1
02720,MA,MA,1
02721,MA,MA,1
02723,MA,MA,1
02724,MA,MA,1
02725,MA,MA,1
02726,MA,MA,1
02738,MA,MA,1
02739,MA,MA,1
02740,MA,MA,1
02743,MA,MA,1
02744,MA,MA,1
02745,MA,MA,1
02746,MA,MA,1
02747,MA,MA,1
02748,MA,MA,1
02760,MA,MA,1
02762,MA,MA,1
02763,MA,MA,1
02764,MA,MA,1
02766,MA,MA,1
02767,MA,MA,1
02769,MA,MA,1
02770,MA,MA,1
02771,MA,MA,1
02777,MA,MA,1
02779,MA,MA,1
02780,MA,MA,1
02790,MA,MA,1
02791,MA,MA,1
02802,RI,RI,1
02804,RI,RI,1
02806,RI,RI,1
02807,RI,RI,1
02808,RI,RI,1
02809,RI,RI,1
02812,RI,RI,1
02813,RI,RI,1
02814,RI,RI,1
02815,RI,RI,1
02816,RI,RI,1
02817,RI,RI,1
02818,RI,RI,1
02822,RI,RI,1
02823,RI,RI,1
02824,RI,RI,1
02825,RI,RI,1
02826,RI,RI,1
02827,RI,RI,1
02828,RI,RI,1
02829,RI,RI,1
02830,RI,RI,1
02831,RI,RI,1
02832,RI,RI,1
02833,RI,RI,1
02835,RI,RI,1
02836,RI,RI,1
02837,RI,RI,1
02838,RI,RI,1
02839,RI,RI,1
02840,RI,RI,1
02841,RI,RI,1
02842,RI,RI,1
02852,RI,RI,1
02857,RI,RI,1
02858,RI,RI,1
02859,RI,RI,1
02860,RI,RI,1
02861,RI,MA|RI,2
02863,RI,RI,1
02864,RI,RI,1
02865,RI,RI,1
02871,RI,RI,1
02872,RI,RI,1
02873,RI,RI,1
02874,RI,RI,1
02875,RI,RI,1
02876,RI,RI,1
02878,RI,RI,1
02879,RI,RI,1
02881,RI,RI,1
02882,RI,RI,1
02885,RI,RI,1
02886,RI,RI,1
02888,RI,RI,1
02889,RI,RI,1
02891,RI,RI,1
02892,RI,RI,1
02893,RI,RI,1
02894,RI,RI,1
02895,RI,RI,1
02896,RI,RI,1
02898,RI,RI,1
02903,RI,RI,1
02904,RI,RI,1
02905,RI,RI,1
02906,RI,RI,1
02907,RI,RI,1
02908,RI,RI,1
02909,RI,RI,1
02910,RI,RI,1
02911,RI,RI,1
02912,RI,RI,1
02914,RI,RI,1
02915,RI,RI,1
02916,RI,RI,1
02917,RI,RI,1
02918,RI,RI,1
02919,RI,RI,1
02920,RI,RI,1
02921,RI,RI,1
03031,NH,NH,1
03032,NH,NH,1
03033,NH,NH,1
03034,NH,NH,1
03036,NH,NH,1
03037,NH,NH,1
03038,NH,NH,1
03042,NH,NH,1
03043,NH,NH,1
03044,NH,NH,1
03045,NH,NH,1
03046,NH,NH,1
03047,NH,NH,1
03048,NH,NH,1
03049,NH,NH,1
03051,NH,NH,1
03052,NH,NH,1
03053,NH,NH,1
03054,NH,NH,1
03055,NH,NH,1
03057,NH,NH,1
03060,NH,NH,1
03062,NH,NH,1
03063,NH,NH,1
03064,NH,NH,1
03070,NH,NH,1
03071,NH,NH,1
03076,NH,NH,1
03077,NH,NH,1
03079,NH,NH,1
03082,NH,NH,1
03084,NH,NH,1
03086,NH,NH,1
03087,NH,NH,1
03101,NH,NH,1
03102,NH,NH,1
03103,NH,NH,1
03104,NH,NH,1
03106,NH,NH,1
03109,NH,NH,1
03110,NH,NH,1
03215,NH,NH,1
03216,NH,NH,1
03217,NH,NH,1
03218,NH,NH,1
03220,NH,NH,1
03221,NH,NH,1
03222,NH,NH,1
03223,NH,NH,1
03224,NH,NH,1
03225,NH,NH,1
03226,NH,NH,1
03227,NH,NH,1
03229,NH,NH,1
03230,NH,NH,1
03231,NH,NH,1
03233,NH,NH,1
03234,NH,NH,1
03235,NH,NH,1
03237,NH,NH,1
03238,NH,NH,1
03240,NH,NH,1
03241,NH,NH,1
03242,NH,NH,1
03243,NH,NH,1
03244,NH,NH,1
03245,NH,NH,1
03246,NH,NH,1
03249,NH,NH,1
03251,NH,NH,1
03253,NH,NH,1
03254,NH,NH,1
03255,NH,NH,1
03256,NH,NH,1
03257,NH,NH,1
03258,NH,NH,1
03259,NH,NH,1
03260,NH,NH,1
03261,NH,NH,1
03262,NH,NH,1
03263,NH,NH,1
03264,NH,NH,1
03266,NH,NH,1
03268,NH,NH,1
03269,NH,NH,1
03273,NH,NH,1
03275,NH,NH,1
03276,NH,NH,1
03278,NH,NH,1
03279,NH,NH,1
03280,NH,NH,1
03281,NH,NH,1
03282,NH,NH,1
03284,NH,NH,1
03285,NH,NH,1
03287,NH,NH,1
03290,NH,NH,1
03291,NH,NH,1
03293,NH,NH,1
03301,NH,NH,1
03303,NH,NH,1
03304,NH,NH,1
03307,NH,NH,1
03431,NH,NH,1
03440,NH,NH,1
03441,NH,NH,1
03442,NH,NH,1
03443,NH,NH,1
03444,NH,NH,1
03445,NH,NH,1
03446,NH,NH,1
03447,NH,NH,1
03448,NH,NH,1
03449,NH,NH,1
03450,NH,NH,1
03451,NH,NH,1
03452,NH,NH,1
03455,NH,NH,1
03456,NH,NH,1
03457,NH,NH,1
03458,NH,NH,1
03461,NH,NH,1
03462,NH,NH,1
03464,NH,NH,1
03465,NH,NH,1
03466,NH,NH,1
03467,NH,NH,1
03470,NH,NH,1
03561,NH,NH,1
03570,NH,NH,1
03574,NH,NH,1
03575,NH,NH,1
03576,NH,NH,1
03579,ME,ME|NH,2
03580,NH,NH,1
03581,NH,NH,1
03582,NH,NH,1
03583,NH,NH,1
03584,NH,NH,1
03585,NH,NH,1
03586,NH,NH,1
03588,NH,NH,1
03590,NH,NH,1
03592,NH,NH,1
03593,NH,NH,1
03595,NH,NH,1
03597,NH,NH,1
03598,NH,NH,1
03601,NH,NH,1
03602,NH,NH,1
03603,NH,NH,1
03604,NH,NH,1
03605,NH,NH,1
03607,NH,NH,1
03608,NH,NH,1
03609,NH,NH,1
03740,NH,NH,1
03741,NH,NH,1
03743,NH,NH,1
03745,NH,NH,1
03748,NH,NH,1
03750,NH,NH,1
03751,NH,NH,1
03752,NH,NH,1
03753,NH,NH,1
03755,NH,NH,1
03765,NH,NH,1
03766,NH,NH,1
03768,NH,NH,1
03770,NH,NH,1
03771,NH,NH,1
03773,NH,NH,1
03774,NH,NH,1
03777,NH,NH,1
03779,NH,NH,1
03780,NH,NH,1
03781,NH,NH,1
03782,NH,NH,1
03784,NH,NH,1
03785,NH,NH,1
03801,NH,NH,1
03809,NH,NH,1
03810,NH,NH,1
03811,NH,NH,1
03812,NH,NH,1
03813,NH,NH,1
03814,NH,NH,1
03816,NH,NH,1
03817,NH,NH,1
03818,NH,NH,1
03819,NH,NH,1
03820,NH,NH,1
03823,NH,NH,1
03824,NH,NH,1
03825,NH,NH,1
03826,NH,NH,1
03827,NH,NH,1
03830,NH,NH,1
03832,NH,NH,1
03833,NH,NH,1
03835,NH,NH,1
03836,NH,NH,1
03837,NH,NH,1
03838,NH,NH,1
03839,NH,NH,1
03840,NH,NH,1
03841,NH,NH,1
03842,NH,NH,1
03844,NH,NH,1
03845,NH,NH,1
03846,NH,NH,1
03847,NH,NH,1
03848,NH,NH,1
03849,NH,NH,1
03850,NH,NH,1
03851,NH,NH,1
03852,NH,NH,1
03853,NH,NH,1
03854,NH,NH,1
03855,NH,NH,1
03856,NH,NH,1
03857,NH,NH,1
03858,NH,NH,1
03860,NH,NH,1
03861,NH,NH,1
03862,NH,NH,1
03864,NH,NH,1
03865,NH,NH,1
03867,NH,NH,1
03868,NH,NH,1
03869,NH,NH,1
03870,NH,NH,1
03871,NH,NH,1
03872,NH,NH,1
03873,NH,NH,1
03874,NH,NH,1
03875,NH,NH,1
03878,NH,NH,1
03882,NH,NH,1
03883,NH,NH,1
03884,NH,NH,1
03885,NH,NH,1
03886,NH,NH,1
03887,NH,NH,1
03890,NH,NH,1
03894,NH,NH,1
03897,NH,NH,1
03901,ME,ME,1
03902,ME,ME,1
03903,ME,ME,1
03904,ME,ME,1
03905,ME,ME,1
03906,ME,ME,1
03907,ME,ME,1
03908,ME,ME,1
03909,ME,ME,1
03910,ME,ME,1
03911,ME,ME,1
04001,ME,ME,1
04002,ME,ME,1
04003,ME,ME,1
04005,ME,ME,1
04006,ME,ME,1
04008,ME,ME,1
04009,ME,ME,1
04010,ME,ME,1
04011,ME,ME,1
04015,ME,ME,1
04017,ME,ME,1
04019,ME,ME,1
04020,ME,ME,1
04021,ME,ME,1
04022,ME,ME,1
04024,ME,ME,1
04027,ME,ME,1
04029,ME,ME,1
04030,ME,ME,1
04032,ME,ME,1
04037,ME,ME,1
04038,ME,ME,1
04039,ME,ME,1
04040,ME,ME,1
04041,ME,ME,1
04042,ME,ME,1
04043,ME,ME,1
04046,ME,ME,1
04047,ME,ME,1
04048,ME,ME,1
04049,ME,ME,1
04050,ME,ME,1
04051,ME,ME,1
04055,ME,ME,1
04056,ME,ME,1
04057,ME,ME,1
04061,ME,ME,1
04062,ME,ME,1
04063,ME,ME,1
04064,ME,ME,1
04066,ME,ME,1
04068,ME,ME,1
04069,ME,ME,1
04071,ME,ME,1
04072,ME,ME,1
04073,ME,ME,1
04074,ME,ME,1
04076,ME,ME,1
04079,ME,ME,1
04083,ME,ME,1
04084,ME,ME,1
04085,ME,ME,1
04086,ME,ME,1
04087,ME,ME,1
04088,ME,ME,1
04090,ME,ME,1
04091,ME,ME,1
04092,ME,ME,1
04093,ME,ME,1
04095,ME,ME,1
04096,ME,ME,1
04097,ME,ME,1
04101,ME,ME,1
04102,ME,ME,1
04103,ME,ME,1
04105,ME,ME,1
04106,ME,ME,1
04107,ME,ME,1
04108,ME,ME,1
04109,ME,ME,1
04110,ME,ME,1
04210,ME,ME,1
04216,ME,ME,1
04217,ME,ME,1
04219,ME,ME,1
04220,ME,ME,1
04221,ME,ME,1
04222,ME,ME,1
04224,ME,ME,1
04226,ME,ME,1
04227,ME,ME,1
04231,ME,ME,1
04234,ME,ME,1
04236,ME,ME,1
04237,ME,ME,1
04238,ME,ME,1
04239,ME,ME,1
04240,ME,ME,1
04250,ME,ME,1
04252,ME,ME,1
04253,ME,ME,1
04254,ME,ME,1
04255,ME,ME,1
04256,ME,ME,1
04257,ME,ME,1
04258,ME,ME,1
04259,ME,ME,1
04260,ME,ME,1
04261,ME,ME,1
04263,ME,ME,1
04265,ME,ME,1
04267,ME,ME,1
04268,ME,ME,1
04270,ME,ME,1
04271,ME,ME,1
04274,ME,ME,1
04275,ME,ME,1
04276,ME,ME,1
04280,ME,ME,1
04281,ME,ME,1
04282,ME,ME,1
04284,ME,ME,1
04285,ME,ME,1
04286,ME,ME,1
04287,ME,ME,1
04289,ME,ME,1
04290,ME,ME,1
04292,ME,ME,1
04294,ME,ME,1
04330,ME,ME,1
04341,ME,ME,1
04342,ME,ME,1
04344,ME,ME,1
04345,ME,ME,1
04346,ME,ME,1
04347,ME,ME,1
04348,ME,ME,1
04349,ME,ME,1
04350,ME,ME,1
04351,ME,ME,1
04352,ME,ME,1
04353,ME,ME,1
04354,ME,ME,1
04355,ME,ME,1
04357,ME,ME,1
04358,ME,ME,1
04359,ME,ME,1
04360,ME,ME,1
04363,ME,ME,1
04364,ME,ME,1
04401,ME,ME,1
04406,ME,ME,1
04408,ME,ME,1
04410,ME,ME,1
04411,ME,ME,1
04412,ME,ME,1
04413,ME,ME,1
04414,ME,ME,1
04415,ME,ME,1
04416,ME,ME,1
04417,ME,ME,1
04418,ME,ME,1
04419,ME,ME,1
04421,ME,ME,1
04422,ME,ME,1
04424,ME,ME,1
04426,ME,ME,1
04427,ME,ME,1
04428,ME,ME,1
04429,ME,ME,1
04430,ME,ME,1
04431,ME,ME,1
04434,ME,ME,1
04435,ME,ME,1
04438,ME,ME,1
04441,ME,ME,1
04442,ME,ME,1
04443,ME,ME,1
04444,ME,ME,1
04448,ME,ME,1
04449,ME,ME,1
04450,ME,ME,1
04451,ME,ME,1
04453,ME,ME,1
04454,ME,ME,1
04455,ME,ME,1
04456,ME,ME,1
04457,ME,ME,1
04459,ME,ME,1
04460,ME,ME,1
04461,ME,ME,1
04462,ME,ME,1
04463,ME,ME,1
04464,ME,ME,1
04468,ME,ME,1
04469,ME,ME,1
04471,ME,ME,1
04472,ME,ME,1
04473,ME,ME,1
04474,ME,ME,1
04475,ME,ME,1
04476,ME,ME,1
04478,ME,ME,1
04479,ME,ME,1
04481,ME,ME,1
04485,ME,ME,1
04487,ME,ME,1
04488,ME,ME,1
04489,ME,ME,1
04490,ME,ME,1
04491,ME,ME,1
04492,ME,ME,1
04493,ME,ME,1
04495,ME,ME,1
04496,ME,ME,1
04497,ME,ME,1
04530,ME,ME,1
04535,ME,ME,1
04537,ME,ME,1
04538,ME,ME,1
04539,ME,ME,1
04541,ME,ME,1
04543,ME,ME,1
04544,ME,ME,1
04547,ME,ME,1
04548,ME,ME,1
04551,ME,ME,1
04553,ME,ME,1
04554,ME,ME,1
04555,ME,ME,1
04556,ME,ME,1
04558,ME,ME,1
04562,ME,ME,1
04563,ME,ME,1
04564,ME,ME,1
04568,ME,ME,1
04570,ME,ME,1
04571,ME,ME,1
04572,ME,ME,1
04573,ME,ME,1
04574,ME,ME,1
04575,ME,ME,1
04576,ME,ME,1
04578,ME,ME,1
04579,ME,ME,1
04605,ME,ME,1
04606,ME,ME,1
04607,ME,ME,1
04609,ME,ME,1
04611,ME,ME,1
04612,ME,ME,1
04613,ME,ME,1
04614,ME,ME,1
04616,ME,ME,1
04617,ME,ME,1
04619,ME,ME,1
04622,ME,ME,1
04623,ME,ME,1
04624,ME,ME,1
04625,ME,ME,1
04626,ME,ME,1
04627,ME,ME,1
04628,ME,ME,1
04630,ME,ME,1
